year,region,country,attack_type,group_name,killed,wounded,total_casualties,target_type,weapon_type,success,latitude,longitude
2016,Middle East,Pakistan,Assassination,Red Crescent Brigade,4,5,9,Government,Explosives,1,30.8283,43.3992
2016,South Asia,Bangladesh,Bombing/Explosion,Northern Covenant,41,21,62,Civilians,Firearms,1,16.1016,80.4922
2016,Americas,Colombia,Assassination,Unknown Cell,3,1,4,Military,Unknown,1,15.9588,-66.4496
2016,South Asia,India,Facility Attack,Desert Storm Faction,5,33,38,Military,Firearms,1,10.0032,86.5481
2016,Americas,Colombia,Hostage Taking,Unknown Cell,0,0,0,Military,Chemical,0,19.4642,-86.182
2016,South Asia,India,Armed Assault,Grey Wolf Alliance,5,1,6,Civilians,Firearms,1,21.3444,68.4972
2016,Europe,Russia,Bombing/Explosion,Free Sons Movement,1,47,48,Government,Vehicle,1,41.5875,36.5422
2016,Americas,Peru,Armed Assault,Storm Seekers,30,6,36,Business,Vehicle,1,7.1975,-83.7946
2016,Central Asia,Kazakhstan,Bombing/Explosion,Eastern Resistance,1,1,2,Religious,Vehicle,1,40.872,72.9334
2016,Central Asia,Tajikistan,Assassination,Grey Wolf Alliance,4,1,5,Government,Unknown,1,43.2505,79.4316
2016,Central Asia,Kyrgyzstan,Assassination,Red Crescent Brigade,0,1,1,Business,Unknown,1,40.5143,79.0531
2016,Central Asia,Tajikistan,Bombing/Explosion,Desert Storm Faction,6,18,24,Civilians,Explosives,1,43.998,70.5125
2016,Americas,El Salvador,Armed Assault,Shadow Front,15,10,25,Military,Melee,1,11.2909,-85.0324
2016,Europe,Russia,Armed Assault,Desert Storm Faction,9,5,14,Police,Chemical,1,48.9907,31.2268
2016,South Asia,Sri Lanka,Bombing/Explosion,Silent Thunder,24,29,53,Police,Firearms,0,14.5759,77.5817
2016,Africa,Mali,Armed Assault,Storm Seekers,1,10,11,Civilians,Vehicle,0,1.1342,14.6572
2016,Africa,DRC,Bombing/Explosion,Iron Vanguard,5,44,49,Business,Vehicle,0,17.1762,37.9076
2016,Africa,DRC,Facility Attack,Eastern Resistance,2,39,41,Civilians,Chemical,1,18.3494,37.7961
2016,Africa,DRC,Bombing/Explosion,Silent Thunder,1,40,41,Business,Chemical,1,19.8025,14.67
2016,Africa,Nigeria,Bombing/Explosion,Liberation Front Alpha,20,39,59,Business,Firearms,1,4.2817,24.3475
2016,Europe,Bosnia,Assassination,Unknown Cell,0,2,2,Police,Melee,1,49.6147,29.6405
2016,Central Asia,Tajikistan,Armed Assault,Frontier Guard,12,3,15,Business,Chemical,1,45.7931,75.93
2016,Middle East,Syria,Unarmed Assault,Storm Seekers,0,3,3,Government,Vehicle,1,33.2855,57.212
2016,South Asia,Sri Lanka,Hostage Taking,Shadow Front,0,0,0,Civilians,Firearms,1,17.9811,77.4656
2016,Africa,Nigeria,Unarmed Assault,Unknown Cell,1,1,2,Military,Firearms,1,-0.1584,35.5831
2016,Europe,Turkey,Assassination,Desert Storm Faction,2,3,5,Religious,Firearms,1,40.7947,36.471
2016,Europe,Ukraine,Bombing/Explosion,Eastern Resistance,32,100,132,Government,Firearms,0,45.9218,16.9992
2016,Americas,Peru,Facility Attack,Silent Thunder,3,0,3,Government,Melee,1,15.9585,-67.4669
2016,Southeast Asia,Thailand,Armed Assault,Desert Storm Faction,0,4,4,Business,Unknown,1,17.1816,110.6014
2016,Central Asia,Kazakhstan,Bombing/Explosion,Desert Storm Faction,48,19,67,Police,Explosives,1,40.7219,79.0991
2016,Southeast Asia,Indonesia,Bombing/Explosion,Red Crescent Brigade,5,13,18,Business,Chemical,1,19.6731,98.1949
2016,South Asia,Sri Lanka,Unarmed Assault,Grey Wolf Alliance,2,4,6,Business,Firearms,1,11.9847,70.3663
2016,Africa,Ethiopia,Hostage Taking,Frontier Guard,0,5,5,Police,Vehicle,1,2.4771,17.7598
2016,Southeast Asia,Philippines,Hostage Taking,Eastern Resistance,0,0,0,Civilians,Explosives,1,18.856,99.6214
2016,Africa,DRC,Bombing/Explosion,Black Sun Collective,40,2,42,Business,Firearms,1,19.945,39.6907
2016,South Asia,Bangladesh,Armed Assault,Red Crescent Brigade,19,68,87,Business,Firearms,1,23.8749,71.9575
2016,Africa,Ethiopia,Facility Attack,Grey Wolf Alliance,6,11,17,Police,Explosives,1,14.9049,10.2717
2016,Europe,Ukraine,Unarmed Assault,Red Crescent Brigade,1,12,13,Civilians,Unknown,1,51.902,15.0522
2016,South Asia,Nepal,Hijacking,Storm Seekers,0,1,1,Business,Melee,0,31.8702,84.7996
2016,Middle East,Iraq,Bombing/Explosion,Shadow Front,46,99,145,Business,Melee,1,24.5062,52.903
2016,Middle East,Syria,Facility Attack,Desert Storm Faction,8,2,10,Business,Vehicle,0,30.3747,43.7526
2016,Central Asia,Kyrgyzstan,Bombing/Explosion,Desert Storm Faction,61,26,87,Military,Chemical,1,38.6494,74.0925
2016,Southeast Asia,Philippines,Armed Assault,Storm Seekers,21,13,34,Military,Firearms,1,5.5446,120.5647
2016,Southeast Asia,Indonesia,Facility Attack,Free Sons Movement,1,3,4,Police,Melee,0,10.2088,114.6047
2016,Europe,Russia,Facility Attack,Silent Thunder,3,11,14,Military,Melee,1,42.5266,26.5322
2016,Middle East,Iraq,Bombing/Explosion,Silent Thunder,6,23,29,Civilians,Explosives,1,36.9769,39.6572
2016,Africa,DRC,Assassination,Unknown Cell,0,5,5,Religious,Chemical,1,7.0399,23.1162
2016,Southeast Asia,Thailand,Unarmed Assault,Black Sun Collective,1,0,1,Military,Firearms,0,16.1551,105.9263
2017,Middle East,Iraq,Bombing/Explosion,Black Sun Collective,3,1,4,Religious,Melee,1,34.5627,49.4416
2017,Central Asia,Tajikistan,Armed Assault,Unknown Cell,5,1,6,Business,Melee,0,45.0738,74.8761
2017,Central Asia,Kyrgyzstan,Bombing/Explosion,Liberation Front Alpha,2,76,78,Military,Firearms,0,42.158,72.3034
2017,Middle East,Syria,Bombing/Explosion,Red Crescent Brigade,37,16,53,Police,Chemical,1,27.6122,41.8654
2017,Middle East,Iraq,Assassination,Iron Vanguard,8,0,8,Police,Unknown,1,31.9934,45.7782
2017,Central Asia,Kyrgyzstan,Bombing/Explosion,Grey Wolf Alliance,17,25,42,Government,Firearms,1,44.5867,76.0482
2017,Americas,El Salvador,Unarmed Assault,Silent Thunder,1,2,3,Civilians,Chemical,1,17.2445,-79.1266
2017,Europe,Turkey,Armed Assault,Shadow Front,4,6,10,Police,Chemical,0,45.4772,22.1121
2017,Americas,Colombia,Armed Assault,Northern Covenant,10,1,11,Government,Vehicle,0,23.2821,-74.781
2017,Central Asia,Kyrgyzstan,Bombing/Explosion,Northern Covenant,3,5,8,Religious,Melee,1,44.5205,65.5807
2017,Americas,Peru,Armed Assault,Eastern Resistance,2,8,10,Military,Explosives,1,5.8109,-66.1998
2017,Europe,Ukraine,Armed Assault,Grey Wolf Alliance,0,24,24,Police,Explosives,1,43.2836,35.3606
2017,Middle East,Pakistan,Facility Attack,Frontier Guard,1,1,2,Religious,Unknown,0,32.3203,44.8799
2017,Middle East,Yemen,Hijacking,Free Sons Movement,1,0,1,Military,Firearms,1,31.1807,58.6106
2017,Europe,Turkey,Hostage Taking,Iron Vanguard,0,1,1,Government,Firearms,1,42.4031,32.1271
2017,Southeast Asia,Myanmar,Unarmed Assault,Red Crescent Brigade,0,0,0,Religious,Explosives,1,20.8284,116.9305
2017,Africa,Libya,Armed Assault,Unknown Cell,3,1,4,Government,Vehicle,1,-0.9023,13.1233
2017,Africa,Somalia,Bombing/Explosion,Northern Covenant,2,7,9,Civilians,Firearms,0,16.3258,10.1065
2017,Central Asia,Tajikistan,Hijacking,Free Sons Movement,0,1,1,Business,Explosives,0,41.3753,72.5069
2017,Europe,Turkey,Bombing/Explosion,Iron Vanguard,20,24,44,Government,Unknown,1,49.426,23.9065
2017,South Asia,Bangladesh,Facility Attack,Frontier Guard,0,1,1,Civilians,Chemical,0,26.8582,89.8621
2017,Middle East,Syria,Bombing/Explosion,Unknown Cell,37,22,59,Religious,Firearms,1,32.9639,41.6309
2017,Africa,Nigeria,Armed Assault,Crimson Path,16,5,21,Police,Vehicle,1,5.81,35.8328
2017,South Asia,Sri Lanka,Bombing/Explosion,Silent Thunder,17,20,37,Military,Unknown,1,23.2452,84.7365
2017,Central Asia,Kyrgyzstan,Unarmed Assault,Liberation Front Alpha,1,2,3,Military,Vehicle,1,42.5785,69.8332
2017,Middle East,Iraq,Armed Assault,Liberation Front Alpha,5,2,7,Religious,Explosives,1,24.2226,55.2728
2017,Africa,Ethiopia,Hostage Taking,Free Sons Movement,0,2,2,Civilians,Explosives,0,16.5502,12.7272
2017,Americas,Honduras,Assassination,Grey Wolf Alliance,4,1,5,Religious,Explosives,1,14.4686,-76.1604
2017,Central Asia,Tajikistan,Bombing/Explosion,Grey Wolf Alliance,6,5,11,Police,Explosives,1,44.3808,68.6906
2017,Africa,Nigeria,Facility Attack,Silent Thunder,5,2,7,Government,Explosives,0,11.6206,41.9489
2017,Central Asia,Tajikistan,Hijacking,Grey Wolf Alliance,4,0,4,Government,Melee,1,42.1203,66.116
2017,Middle East,Yemen,Armed Assault,Red Crescent Brigade,4,11,15,Religious,Melee,1,24.3399,44.2695
2017,Middle East,Syria,Unarmed Assault,Desert Storm Faction,4,2,6,Government,Chemical,1,25.3016,39.2879
2017,Africa,Somalia,Bombing/Explosion,Desert Storm Faction,9,146,155,Business,Firearms,1,-3.029,11.5705
2017,Central Asia,Kyrgyzstan,Unarmed Assault,Silent Thunder,0,10,10,Business,Explosives,0,43.4894,73.6604
2017,Africa,Libya,Bombing/Explosion,Black Sun Collective,2,41,43,Civilians,Vehicle,1,-3.9816,39.4028
2017,Southeast Asia,Thailand,Bombing/Explosion,Shadow Front,17,11,28,Civilians,Explosives,1,6.6034,123.3409
2017,Europe,Ukraine,Armed Assault,Grey Wolf Alliance,16,0,16,Military,Melee,1,41.2827,18.9702
2017,Middle East,Afghanistan,Bombing/Explosion,Crimson Path,4,22,26,Civilians,Unknown,0,33.1091,39.0123
2017,Europe,Russia,Hostage Taking,Grey Wolf Alliance,0,1,1,Military,Firearms,1,51.4875,36.5956
2017,Europe,Ukraine,Assassination,Eastern Resistance,0,0,0,Business,Melee,0,48.7582,36.046
2017,South Asia,India,Armed Assault,Liberation Front Alpha,1,2,3,Military,Chemical,1,13.0043,80.6667
2017,Europe,Turkey,Armed Assault,Iron Vanguard,4,16,20,Religious,Chemical,1,42.9884,36.4035
2017,Europe,Bosnia,Assassination,Silent Thunder,4,5,9,Government,Vehicle,1,41.3753,29.7684
2017,Southeast Asia,Myanmar,Assassination,Silent Thunder,0,1,1,Civilians,Unknown,0,21.442,102.4634
2017,South Asia,Sri Lanka,Hostage Taking,Desert Storm Faction,0,0,0,Civilians,Unknown,1,18.2627,91.1653
2017,Americas,Colombia,Assassination,Liberation Front Alpha,1,0,1,Military,Unknown,1,18.9245,-79.6661
2017,Europe,Russia,Bombing/Explosion,Black Sun Collective,4,73,77,Police,Unknown,1,50.4256,23.1278
2017,Southeast Asia,Thailand,Armed Assault,Northern Covenant,5,7,12,Religious,Firearms,0,7.4806,106.6763
2017,Central Asia,Kyrgyzstan,Bombing/Explosion,Black Sun Collective,0,7,7,Police,Vehicle,0,42.3745,68.7817
2017,South Asia,India,Facility Attack,Iron Vanguard,10,1,11,Government,Explosives,1,21.6313,72.8922
2017,South Asia,Nepal,Bombing/Explosion,Iron Vanguard,9,0,9,Business,Vehicle,1,20.3041,86.3032
2017,Europe,Bosnia,Armed Assault,Eastern Resistance,5,0,5,Police,Firearms,1,48.2612,21.8904
2017,Africa,Sudan,Armed Assault,Eastern Resistance,13,20,33,Police,Vehicle,0,-4.5714,17.5015
2017,South Asia,Sri Lanka,Bombing/Explosion,Free Sons Movement,27,8,35,Religious,Unknown,1,14.6251,70.372
2017,Americas,Peru,Hostage Taking,Unknown Cell,1,1,2,Government,Explosives,1,24.1431,-87.322
2017,Africa,Mali,Hostage Taking,Unknown Cell,0,1,1,Business,Unknown,0,16.3963,28.3812
2017,South Asia,Bangladesh,Hijacking,Crimson Path,0,0,0,Business,Explosives,1,8.5088,86.4438
2017,Europe,Turkey,Armed Assault,Crimson Path,10,3,13,Police,Vehicle,1,41.3016,22.6585
2017,Africa,Libya,Assassination,Frontier Guard,1,1,2,Government,Unknown,1,16.0478,29.2503
2017,Middle East,Yemen,Armed Assault,Liberation Front Alpha,15,36,51,Police,Firearms,0,28.2213,60.8761
2018,Americas,Peru,Armed Assault,Frontier Guard,17,3,20,Military,Vehicle,0,5.3286,-88.0933
2018,South Asia,Bangladesh,Facility Attack,Iron Vanguard,1,4,5,Religious,Firearms,1,21.9095,85.7268
2018,Americas,El Salvador,Hostage Taking,Desert Storm Faction,0,0,0,Civilians,Firearms,0,9.3694,-87.5786
2018,Americas,El Salvador,Bombing/Explosion,Iron Vanguard,14,19,33,Government,Melee,1,22.796,-67.6724
2018,South Asia,India,Bombing/Explosion,Crimson Path,93,6,99,Military,Melee,0,21.9592,83.0986
2018,Middle East,Yemen,Assassination,Unknown Cell,0,0,0,Police,Chemical,1,33.8452,57.1313
2018,Central Asia,Kazakhstan,Facility Attack,Frontier Guard,12,11,23,Government,Melee,1,43.037,68.4399
2018,Middle East,Yemen,Assassination,Silent Thunder,3,6,9,Civilians,Melee,0,31.2317,40.7645
2018,Southeast Asia,Philippines,Assassination,Silent Thunder,1,1,2,Military,Firearms,1,7.6682,117.1243
2018,South Asia,Sri Lanka,Bombing/Explosion,Red Crescent Brigade,7,24,31,Civilians,Melee,1,25.2032,73.415
2018,Middle East,Lebanon,Unarmed Assault,Free Sons Movement,1,2,3,Religious,Firearms,1,33.8357,58.0717
2018,Europe,Russia,Assassination,Grey Wolf Alliance,5,12,17,Military,Firearms,1,40.0915,24.3634
2018,Southeast Asia,Indonesia,Bombing/Explosion,Northern Covenant,28,38,66,Religious,Firearms,1,7.6136,98.2532
2018,Central Asia,Kazakhstan,Bombing/Explosion,Unknown Cell,20,4,24,Business,Chemical,1,46.8383,72.963
2018,Americas,Peru,Unarmed Assault,Northern Covenant,0,5,5,Police,Firearms,0,16.8854,-73.4871
2018,Europe,Russia,Assassination,Silent Thunder,2,0,2,Civilians,Vehicle,1,43.1227,20.3537
2018,South Asia,Bangladesh,Bombing/Explosion,Crimson Path,47,2,49,Religious,Chemical,1,10.3666,81.9537
2018,South Asia,India,Bombing/Explosion,Black Sun Collective,6,30,36,Religious,Unknown,1,30.2866,81.4416
2018,Americas,Mexico,Bombing/Explosion,Unknown Cell,3,1,4,Civilians,Firearms,1,9.636,-86.8393
2018,Americas,Honduras,Armed Assault,Grey Wolf Alliance,3,17,20,Civilians,Explosives,1,16.0455,-81.5222
2018,Africa,Libya,Armed Assault,Free Sons Movement,4,12,16,Military,Firearms,0,-3.8995,25.6963
2018,South Asia,Sri Lanka,Assassination,Silent Thunder,1,0,1,Religious,Explosives,1,24.2458,69.7144
2018,Americas,Colombia,Hostage Taking,Liberation Front Alpha,4,0,4,Civilians,Melee,1,18.6268,-65.1812
2018,Middle East,Iraq,Facility Attack,Iron Vanguard,17,5,22,Government,Unknown,1,35.2175,56.9696
2018,South Asia,India,Bombing/Explosion,Unknown Cell,59,3,62,Business,Firearms,1,28.9397,78.5355
2018,Southeast Asia,Thailand,Bombing/Explosion,Liberation Front Alpha,12,5,17,Government,Unknown,1,15.2828,116.5768
2018,Europe,Ukraine,Facility Attack,Iron Vanguard,0,7,7,Business,Chemical,1,49.0304,21.5201
2018,Central Asia,Kazakhstan,Assassination,Crimson Path,0,2,2,Civilians,Chemical,1,40.8718,72.8333
2018,South Asia,Sri Lanka,Facility Attack,Eastern Resistance,0,3,3,Civilians,Melee,1,28.4961,75.5387
2018,Americas,El Salvador,Armed Assault,Northern Covenant,12,6,18,Police,Explosives,1,5.0559,-83.4679
2018,Africa,DRC,Bombing/Explosion,Frontier Guard,17,28,45,Civilians,Unknown,1,8.2509,22.9659
2018,South Asia,Bangladesh,Bombing/Explosion,Shadow Front,33,10,43,Government,Melee,1,33.7574,76.8696
2018,Africa,Sudan,Facility Attack,Eastern Resistance,5,24,29,Civilians,Vehicle,1,8.8136,11.26
2018,Europe,Russia,Bombing/Explosion,Crimson Path,23,18,41,Civilians,Chemical,1,46.6991,30.4523
2018,Central Asia,Kyrgyzstan,Hostage Taking,Shadow Front,0,2,2,Civilians,Chemical,1,38.6451,69.0172
2018,Central Asia,Tajikistan,Bombing/Explosion,Shadow Front,17,0,17,Government,Chemical,1,43.5579,72.9393
2018,Southeast Asia,Thailand,Hijacking,Unknown Cell,0,2,2,Military,Unknown,1,21.1236,109.9534
2018,Americas,Mexico,Armed Assault,Red Crescent Brigade,2,15,17,Religious,Firearms,1,6.2833,-83.305
2018,Middle East,Syria,Assassination,Storm Seekers,0,2,2,Religious,Chemical,0,33.4379,51.13
2018,Southeast Asia,Thailand,Armed Assault,Red Crescent Brigade,0,2,2,Government,Firearms,1,19.9506,117.6944
2018,Southeast Asia,Indonesia,Bombing/Explosion,Shadow Front,56,59,115,Police,Melee,0,9.2814,108.859
2018,Africa,Ethiopia,Bombing/Explosion,Black Sun Collective,19,16,35,Military,Melee,1,16.6568,11.3542
2019,Africa,Sudan,Bombing/Explosion,Black Sun Collective,20,26,46,Government,Unknown,1,-2.8848,22.0727
2019,Central Asia,Tajikistan,Armed Assault,Silent Thunder,6,0,6,Civilians,Chemical,1,47.1805,76.5806
2019,Africa,Mali,Assassination,Silent Thunder,2,4,6,Military,Chemical,1,15.7604,18.8139
2019,Europe,Turkey,Facility Attack,Storm Seekers,25,0,25,Civilians,Explosives,1,44.0791,22.2424
2019,Central Asia,Tajikistan,Bombing/Explosion,Free Sons Movement,23,22,45,Business,Firearms,1,45.6505,70.326
2019,Africa,DRC,Unarmed Assault,Iron Vanguard,1,0,1,Civilians,Explosives,1,0.547,14.5253
2019,Middle East,Lebanon,Assassination,Shadow Front,1,1,2,Business,Chemical,1,35.4218,39.5896
2019,South Asia,Sri Lanka,Assassination,Storm Seekers,0,3,3,Government,Unknown,0,20.8071,71.233
2019,South Asia,India,Unarmed Assault,Frontier Guard,3,4,7,Business,Explosives,0,32.8615,90.0351
2019,Europe,Bosnia,Hijacking,Grey Wolf Alliance,2,0,2,Religious,Explosives,1,46.0082,25.1799
2019,Central Asia,Kyrgyzstan,Unarmed Assault,Crimson Path,0,4,4,Civilians,Explosives,0,40.087,65.3985
2019,Americas,Colombia,Armed Assault,Unknown Cell,1,4,5,Civilians,Vehicle,1,7.5581,-75.0701
2019,South Asia,Bangladesh,Armed Assault,Frontier Guard,2,0,2,Civilians,Unknown,1,14.8611,74.8076
2019,Southeast Asia,Indonesia,Unarmed Assault,Liberation Front Alpha,5,1,6,Military,Chemical,1,11.6599,113.2923
2019,Middle East,Iraq,Armed Assault,Frontier Guard,5,0,5,Government,Explosives,1,35.3209,54.5394
2019,Middle East,Pakistan,Bombing/Explosion,Frontier Guard,21,10,31,Military,Firearms,1,30.2055,60.3039
2019,Central Asia,Tajikistan,Bombing/Explosion,Red Crescent Brigade,24,14,38,Civilians,Unknown,1,40.1559,74.0295
2019,South Asia,Bangladesh,Bombing/Explosion,Silent Thunder,3,19,22,Religious,Melee,1,10.3978,90.4107
2019,Central Asia,Kyrgyzstan,Bombing/Explosion,Liberation Front Alpha,2,15,17,Religious,Chemical,1,47.4067,65.6428
2019,Middle East,Afghanistan,Bombing/Explosion,Grey Wolf Alliance,6,65,71,Religious,Vehicle,1,36.5617,57.569
2019,Middle East,Iraq,Hostage Taking,Northern Covenant,0,1,1,Civilians,Vehicle,0,24.2336,37.2226
2019,Americas,Mexico,Armed Assault,Shadow Front,1,4,5,Police,Vehicle,0,6.7676,-68.2191
2019,South Asia,Bangladesh,Bombing/Explosion,Desert Storm Faction,9,64,73,Government,Unknown,1,32.7725,86.4223
2019,Africa,Nigeria,Facility Attack,Storm Seekers,1,0,1,Police,Chemical,1,5.906,13.4808
2019,Europe,Turkey,Assassination,Desert Storm Faction,0,0,0,Religious,Firearms,0,51.807,35.7848
2019,Middle East,Iraq,Bombing/Explosion,Northern Covenant,2,23,25,Government,Chemical,1,30.8615,48.9755
2019,Africa,Mali,Armed Assault,Black Sun Collective,0,0,0,Civilians,Unknown,0,13.4165,26.9155
2019,South Asia,Sri Lanka,Assassination,Eastern Resistance,2,1,3,Religious,Chemical,0,9.3884,84.0086
2019,Southeast Asia,Philippines,Assassination,Iron Vanguard,0,0,0,Government,Explosives,1,21.8842,112.4253
2019,Africa,Sudan,Unarmed Assault,Red Crescent Brigade,3,1,4,Police,Unknown,0,19.7974,28.6528
2019,Central Asia,Kyrgyzstan,Hostage Taking,Crimson Path,0,0,0,Police,Chemical,0,42.2074,74.3673
2019,Central Asia,Kyrgyzstan,Bombing/Explosion,Storm Seekers,15,10,25,Religious,Chemical,1,45.5949,76.1903
2019,Central Asia,Tajikistan,Bombing/Explosion,Black Sun Collective,17,44,61,Religious,Chemical,1,43.3526,70.4927
2019,Americas,Mexico,Bombing/Explosion,Desert Storm Faction,17,9,26,Business,Chemical,1,5.4255,-77.489
2019,Americas,Mexico,Unarmed Assault,Northern Covenant,0,1,1,Government,Firearms,1,21.7837,-69.8231
2019,Central Asia,Kazakhstan,Hostage Taking,Black Sun Collective,0,0,0,Business,Vehicle,1,43.5985,79.0629
2019,Southeast Asia,Philippines,Hijacking,Black Sun Collective,1,0,1,Civilians,Vehicle,1,15.8841,108.7154
2019,Southeast Asia,Indonesia,Bombing/Explosion,Grey Wolf Alliance,10,24,34,Business,Firearms,1,21.0315,116.732
2019,South Asia,Nepal,Assassination,Grey Wolf Alliance,1,0,1,Military,Chemical,0,24.9049,89.5645
2019,Southeast Asia,Philippines,Facility Attack,Unknown Cell,8,1,9,Religious,Melee,0,20.2533,123.8006
2019,Middle East,Syria,Unarmed Assault,Free Sons Movement,3,6,9,Military,Chemical,1,28.4374,51.9283
2019,Europe,Turkey,Hostage Taking,Crimson Path,1,1,2,Business,Chemical,1,45.2097,21.651
2019,Europe,Turkey,Armed Assault,Grey Wolf Alliance,0,5,5,Police,Vehicle,1,51.0815,20.4158
2019,Central Asia,Tajikistan,Bombing/Explosion,Liberation Front Alpha,16,13,29,Business,Unknown,0,45.6649,77.1085
2019,Africa,Somalia,Bombing/Explosion,Frontier Guard,35,9,44,Government,Firearms,1,4.9668,14.7665
2019,Central Asia,Kyrgyzstan,Bombing/Explosion,Crimson Path,6,8,14,Military,Explosives,1,46.3253,67.4637
2020,Middle East,Lebanon,Facility Attack,Shadow Front,2,6,8,Civilians,Vehicle,1,35.7954,47.2893
2020,Central Asia,Tajikistan,Armed Assault,Free Sons Movement,9,13,22,Civilians,Explosives,1,39.9333,74.1783
2020,Middle East,Iraq,Armed Assault,Frontier Guard,13,26,39,Civilians,Explosives,1,27.6302,44.498
2020,Central Asia,Kyrgyzstan,Armed Assault,Northern Covenant,13,0,13,Business,Vehicle,1,39.7719,74.4431
2020,Europe,Kosovo,Assassination,Shadow Front,2,0,2,Police,Explosives,0,42.6461,21.995
2020,Europe,Kosovo,Assassination,Red Crescent Brigade,0,3,3,Religious,Vehicle,1,48.5718,26.2256
2020,Europe,Kosovo,Assassination,Silent Thunder,0,0,0,Police,Chemical,1,40.2335,34.9667
2020,Southeast Asia,Indonesia,Unarmed Assault,Iron Vanguard,0,0,0,Government,Explosives,0,14.6122,122.9746
2020,Middle East,Yemen,Unarmed Assault,Northern Covenant,7,0,7,Police,Unknown,1,24.8731,41.6628
2020,South Asia,India,Unarmed Assault,Unknown Cell,0,2,2,Police,Melee,1,32.1959,72.8628
2020,Middle East,Yemen,Armed Assault,Unknown Cell,3,29,32,Military,Explosives,1,26.6639,64.8872
2020,Southeast Asia,Philippines,Bombing/Explosion,Northern Covenant,0,19,19,Business,Firearms,1,6.9145,117.5101
2020,Southeast Asia,Thailand,Bombing/Explosion,Northern Covenant,20,72,92,Military,Vehicle,1,21.5994,106.2794
2020,Europe,Ukraine,Unarmed Assault,Red Crescent Brigade,2,7,9,Business,Chemical,1,43.1752,16.2296
2020,Africa,Nigeria,Bombing/Explosion,Black Sun Collective,1,13,14,Government,Vehicle,1,-3.925,36.1588
2020,Africa,Nigeria,Bombing/Explosion,Grey Wolf Alliance,8,58,66,Civilians,Firearms,1,15.8,22.7475
2020,South Asia,Bangladesh,Hostage Taking,Shadow Front,0,0,0,Military,Vehicle,1,12.4283,72.4796
2020,Southeast Asia,Philippines,Facility Attack,Desert Storm Faction,1,0,1,Business,Chemical,1,8.1007,113.848
2020,Europe,Russia,Assassination,Frontier Guard,0,10,10,Police,Melee,0,45.8957,33.2807
2020,South Asia,Bangladesh,Facility Attack,Free Sons Movement,2,7,9,Business,Firearms,0,22.0234,89.0394
2020,South Asia,Nepal,Armed Assault,Shadow Front,10,5,15,Police,Melee,1,27.5071,91.0344
2020,Central Asia,Kyrgyzstan,Assassination,Iron Vanguard,0,0,0,Police,Unknown,0,42.0278,78.9066
2020,Europe,Ukraine,Armed Assault,Red Crescent Brigade,3,12,15,Civilians,Vehicle,1,44.861,34.4971
2020,Africa,Nigeria,Armed Assault,Storm Seekers,4,0,4,Government,Firearms,1,16.017,15.7744
2020,Africa,Sudan,Bombing/Explosion,Liberation Front Alpha,13,68,81,Business,Vehicle,1,11.4889,10.4746
2020,Europe,Ukraine,Assassination,Crimson Path,3,5,8,Military,Vehicle,1,48.7899,28.0709
2020,Middle East,Pakistan,Bombing/Explosion,Shadow Front,28,10,38,Business,Chemical,1,29.9374,53.231
2020,Americas,Honduras,Hostage Taking,Crimson Path,1,0,1,Business,Melee,1,17.4687,-76.4536
2020,Central Asia,Kazakhstan,Unarmed Assault,Shadow Front,3,4,7,Business,Firearms,0,38.3779,69.9632
2020,Southeast Asia,Myanmar,Assassination,Desert Storm Faction,0,4,4,Business,Chemical,1,17.2262,116.5025
2020,Africa,Sudan,Bombing/Explosion,Storm Seekers,42,8,50,Civilians,Chemical,1,13.3856,26.3906
2020,Southeast Asia,Philippines,Bombing/Explosion,Crimson Path,30,2,32,Civilians,Vehicle,1,13.6281,123.8729
2020,Southeast Asia,Indonesia,Bombing/Explosion,Eastern Resistance,16,17,33,Military,Firearms,1,14.2475,108.4274
2020,Americas,Mexico,Bombing/Explosion,Frontier Guard,14,70,84,Civilians,Chemical,1,12.609,-88.0502
2020,Southeast Asia,Indonesia,Armed Assault,Frontier Guard,16,18,34,Police,Chemical,1,14.2136,120.7107
2021,Europe,Russia,Facility Attack,Silent Thunder,1,18,19,Civilians,Firearms,1,46.9217,27.3477
2021,Central Asia,Kyrgyzstan,Armed Assault,Storm Seekers,0,23,23,Military,Unknown,1,41.9859,67.7936
2021,Africa,Nigeria,Assassination,Black Sun Collective,0,0,0,Police,Explosives,0,16.6947,34.1781
2021,Southeast Asia,Thailand,Assassination,Unknown Cell,2,0,2,Business,Chemical,1,16.4412,100.0376
2021,South Asia,Nepal,Facility Attack,Frontier Guard,1,2,3,Police,Melee,1,32.29,77.4362
2021,South Asia,Sri Lanka,Armed Assault,Red Crescent Brigade,0,2,2,Religious,Chemical,1,24.5958,83.2148
2021,Americas,Honduras,Facility Attack,Grey Wolf Alliance,0,4,4,Business,Vehicle,0,9.4439,-66.4849
2021,Middle East,Afghanistan,Armed Assault,Grey Wolf Alliance,0,13,13,Government,Melee,1,32.8469,45.5085
2021,Southeast Asia,Indonesia,Bombing/Explosion,Frontier Guard,4,77,81,Military,Melee,1,21.4667,100.1557
2021,Central Asia,Kyrgyzstan,Bombing/Explosion,Free Sons Movement,36,9,45,Business,Chemical,1,44.8644,66.5333
2021,Middle East,Pakistan,Hostage Taking,Desert Storm Faction,1,2,3,Police,Melee,1,36.3712,50.1993
